Word,C1,C2,C3,C4,Frequency
从没,从,没,NA,NA,29.6887
那种,那,种,NA,NA,29.5626
早早,早,早,NA,NA,29.4663
英文,英,文,NA,NA,29.3625
婆婆,婆,婆,NA,NA,29.192
年年,年,年,NA,NA,29.0956
很快,很,快,NA,NA,29.0437
轻轻,轻,轻,NA,NA,28.9696
上车,上,车,NA,NA,28.7546
西安,西,安,NA,NA,28.5915
之外,之,外,NA,NA,28.5545
车上,车,上,NA,NA,28.5545
今夜,今,夜,NA,NA,28.5322
之类,之,类,NA,NA,28.4655
德国,德,国,NA,NA,28.4433
草根,草,根,NA,NA,27.9763
干活,干,活,NA,NA,27.9689
十几,十,几,NA,NA,27.7317
杀死,杀,死,NA,NA,27.7317
路边,路,边,NA,NA,27.576
几十,几,十,NA,NA,27.3981
加厚,加,厚,NA,NA,27.3684
碰上,碰,上,NA,NA,27.2202
偶遇,偶,遇,NA,NA,27.1905
神功,神,功,NA,NA,26.9904
印度,印,度,NA,NA,26.983
用来,用,来,NA,NA,26.9236
玩玩,玩,玩,NA,NA,26.8792
说说,说,说,NA,NA,26.7532
提出,提,出,NA,NA,26.7383
日日,日,日,NA,NA,26.7309
坐下,坐,下,NA,NA,26.6345
厦门,厦,门,NA,NA,26.3899
没法,没,法,NA,NA,26.3899
捕鱼,捕,鱼,NA,NA,26.2713
武汉,武,汉,NA,NA,26.1972
唔,唔,NA,NA,NA,26.1824
车票,车,票,NA,NA,25.6264
第七,第,七,NA,NA,25.5374
六点,六,点,NA,NA,25.4262
做饭,做,饭,NA,NA,25.3966
交给,交,给,NA,NA,25.3818
娃娃,娃,娃,NA,NA,25.2483
罗马,罗,马,NA,NA,25.1964
停下,停,下,NA,NA,25.0334
帅气,帅,气,NA,NA,24.8406
打牌,打,牌,NA,NA,24.7517
整天,整,天,NA,NA,24.5663
淡淡,淡,淡,NA,NA,24.5515
呼呼,呼,呼,NA,NA,24.5515
博客,博,客,NA,NA,24.4329
算算,算,算,NA,NA,24.3662
莫名,莫,名,NA,NA,24.2772
广东,广,东,NA,NA,24.2624
献给,献,给,NA,NA,24.2402
拜拜,拜,拜,NA,NA,24.1957
周日,周,日,NA,NA,24.0993
死去,死,去,NA,NA,24.0845
年头,年,头,NA,NA,24.003
芳草,芳,草,NA,NA,23.8621
冬日,冬,日,NA,NA,23.8399
全新,全,新,NA,NA,23.8325
秘事,秘,事,NA,NA,23.7806
梦里,梦,里,NA,NA,23.7658
伦敦,伦,敦,NA,NA,23.7064
牛肉,牛,肉,NA,NA,23.6768
能否,能,否,NA,NA,23.6694
美美,美,美,NA,NA,23.5582
赶上,赶,上,NA,NA,23.4915
远去,远,去,NA,NA,23.4766
周五,周,五,NA,NA,23.1357
抽烟,抽,烟,NA,NA,23.1208
没用,没,用,NA,NA,23.106
连连,连,连,NA,NA,22.7724
初三,初,三,NA,NA,22.7502
留给,留,给,NA,NA,22.7502
第八,第,八,NA,NA,22.7131
摩卡,摩,卡,NA,NA,22.6909
机票,机,票,NA,NA,22.6909
皇马,皇,马,NA,NA,22.5204
屋顶,屋,顶,NA,NA,22.424
姥姥,姥,姥,NA,NA,22.4092
五点,五,点,NA,NA,22.387
总会,总,会,NA,NA,22.2165
小鸟,小,鸟,NA,NA,22.1868
倒入,倒,入,NA,NA,22.1497
敲门,敲,门,NA,NA,22.1497
寒风,寒,风,NA,NA,22.083
兔年,兔,年,NA,NA,21.9941
晴天,晴,天,NA,NA,21.8829
懒觉,懒,觉,NA,NA,21.8458
哼哼,哼,哼,NA,NA,21.4678
就要,就,要,NA,NA,21.3788
大声,大,声,NA,NA,21.2676
谈话,谈,话,NA,NA,21.1638
含有,含,有,NA,NA,21.0897
超大,超,大,NA,NA,20.9933
三点,三,点,NA,NA,20.7413
拿走,拿,走,NA,NA,20.6375
照亮,照,亮,NA,NA,20.6079
四点,四,点,NA,NA,20.4893
第九,第,九,NA,NA,20.4893
大海,大,海,NA,NA,20.467
国外,国,外,NA,NA,20.4299
问问,问,问,NA,NA,20.2743
天津,天,津,NA,NA,20.1853
走进,走,进,NA,NA,20.1853
八点,八,点,NA,NA,20.1186
整整,整,整,NA,NA,20.0815
伊朗,伊,朗,NA,NA,19.9852
只能,只,能,NA,NA,19.9036
开箱,开,箱,NA,NA,19.6219
队长,队,长,NA,NA,19.5997
难忘,难,忘,NA,NA,19.5775
第十,第,十,NA,NA,19.5552
某个,某,个,NA,NA,19.5552
走走,走,走,NA,NA,19.5404
初二,初,二,NA,NA,19.4589
聊聊,聊,聊,NA,NA,19.2216
下车,下,车,NA,NA,19.2142
时隔,时,隔,NA,NA,19.0437
正是,正,是,NA,NA,18.9548
玩儿,玩,儿,NA,NA,18.784300000000002
响起,响,起,NA,NA,18.7176
长沙,长,沙,NA,NA,18.6805
当作,当,作,NA,NA,18.6583
从未,从,未,NA,NA,18.6583
提到,提,到,NA,NA,18.6212
舅舅,舅,舅,NA,NA,18.5767
周六,周,六,NA,NA,18.4507
点点,点,点,NA,NA,18.4285
阵阵,阵,阵,NA,NA,18.2654
这时,这,时,NA,NA,18.2061
送到,送,到,NA,NA,18.1319
狠狠,狠,狠,NA,NA,18.0949
同桌,同,桌,NA,NA,18.0578
相伴,相,伴,NA,NA,17.9911
没错,没,错,NA,NA,17.8428
手上,手,上,NA,NA,17.828
下次,下,次,NA,NA,17.7835
格格,格,格,NA,NA,17.7687
尖叫,尖,叫,NA,NA,17.7613
相比,相,比,NA,NA,17.5315
遇上,遇,上,NA,NA,17.4796
气死,气,死,NA,NA,17.4796
小事,小,事,NA,NA,17.361
市长,市,长,NA,NA,17.3314
欢庆,欢,庆,NA,NA,17.235
起诉,起,诉,NA,NA,17.146
领到,领,到,NA,NA,17.0867
之下,之,下,NA,NA,17.0052
东莞,东,莞,NA,NA,16.9978
偏偏,偏,偏,NA,NA,16.9088
海南,海,南,NA,NA,16.8866
老头,老,头,NA,NA,16.8718
远远,远,远,NA,NA,16.8643
打球,打,球,NA,NA,16.8569
飞鹰,飞,鹰,NA,NA,16.8421
放到,放,到,NA,NA,16.8421
冻死,冻,死,NA,NA,16.5308
东京,东,京,NA,NA,16.4047
洗洗,洗,洗,NA,NA,16.3751
死者,死,者,NA,NA,16.3232
离去,离,去,NA,NA,16.3084
叫醒,叫,醒,NA,NA,16.2639
饭后,饭,后,NA,NA,16.1675
走开,走,开,NA,NA,16.1675
画画,画,画,NA,NA,16.1231
泰国,泰,国,NA,NA,16.1008
我国,我,国,NA,NA,16.0563
周一,周,一,NA,NA,16.0489
相聚,相,聚,NA,NA,16.0267
越南,越,南,NA,NA,15.9896
十点,十,点,NA,NA,15.9377
谈笑,谈,笑,NA,NA,15.9303
头儿,头,儿,NA,NA,15.8784
互联,互,联,NA,NA,15.8636
米兰,米,兰,NA,NA,15.8636
秒钟,秒,钟,NA,NA,15.8191
诚邀,诚,邀,NA,NA,15.7969
举手,举,手,NA,NA,15.7672
迎来,迎,来,NA,NA,15.7598
拿出,拿,出,NA,NA,15.7376
表妹,表,妹,NA,NA,15.7376
查查,查,查,NA,NA,15.7079
毫无,毫,无,NA,NA,15.6857
台北,台,北,NA,NA,15.6709
唐山,唐,山,NA,NA,15.5819
摇滚,摇,滚,NA,NA,15.5819
种种,种,种,NA,NA,15.53
而是,而,是,NA,NA,15.5226
救救,救,救,NA,NA,15.4411
你好,你,好,NA,NA,15.4337
三亚,三,亚,NA,NA,15.3966
夜深,夜,深,NA,NA,15.3669
帮帮,帮,帮,NA,NA,15.3373
途中,途,中,NA,NA,15.315
热水,热,水,NA,NA,15.2187
戒烟,戒,烟,NA,NA,15.1816
歼敌,歼,敌,NA,NA,15.1742
朵朵,朵,朵,NA,NA,15.1297
山东,山,东,NA,NA,15.1297
严肃,严,肃,NA,NA,15.0852
表弟,表,弟,NA,NA,15.0037
踏上,踏,上,NA,NA,14.9963
相见,相,见,NA,NA,14.9815
治愈,治,愈,NA,NA,14.9741
通往,通,往,NA,NA,14.9592
无线,无,线,NA,NA,14.9148
成真,成,真,NA,NA,14.8703
源于,源,于,NA,NA,14.8036
龙马,龙,马,NA,NA,14.7739
明晚,明,晚,NA,NA,14.7665
零下,零,下,NA,NA,14.7294
大楼,大,楼,NA,NA,14.7072
体内,体,内,NA,NA,14.685
牛仔,牛,仔,NA,NA,14.6256
家家,家,家,NA,NA,14.6034
小妞,小,妞,NA,NA,14.5219
胸部,胸,部,NA,NA,14.4848
日出,日,出,NA,NA,14.4774
停电,停,电,NA,NA,14.4255
之内,之,内,NA,NA,14.381
周四,周,四,NA,NA,14.3736
白雪,白,雪,NA,NA,14.3662
称为,称,为,NA,NA,14.3662
找回,找,回,NA,NA,14.3217
大侠,大,侠,NA,NA,14.2921
坐坐,坐,坐,NA,NA,14.2402
绝不,绝,不,NA,NA,14.2179
看出,看,出,NA,NA,14.1809
顺顺,顺,顺,NA,NA,14.1735
处处,处,处,NA,NA,14.129
上次,上,次,NA,NA,14.0845
隐形,隐,形,NA,NA,14.0623
刷牙,刷,牙,NA,NA,14.0549
毛毛,毛,毛,NA,NA,14.003
表哥,表,哥,NA,NA,13.9511
关掉,关,掉,NA,NA,13.9511
九点,九,点,NA,NA,13.9437
姑姑,姑,姑,NA,NA,13.9066
四川,四,川,NA,NA,13.8992
豆瓣,豆,瓣,NA,NA,13.8918
紧紧,紧,紧,NA,NA,13.8473
死人,死,人,NA,NA,13.8102
戒酒,戒,酒,NA,NA,13.788
味儿,味,儿,NA,NA,13.7361
某人,某,人,NA,NA,13.699
恶梦,恶,梦,NA,NA,13.6916
无助,无,助,NA,NA,13.662
楼上,楼,上,NA,NA,13.6397
最佳,最,佳,NA,NA,13.5508
短片,短,片,NA,NA,13.5137
匆匆,匆,匆,NA,NA,13.4766
粉色,粉,色,NA,NA,13.4692
出乎,出,乎,NA,NA,13.4248
深处,深,处,NA,NA,13.4173
昆明,昆,明,NA,NA,13.4099
几百,几,百,NA,NA,13.4099
一月,一,月,NA,NA,13.3951
局长,局,长,NA,NA,13.3951
宝马,宝,马,NA,NA,13.3729
面部,面,部,NA,NA,13.3284
骗人,骗,人,NA,NA,13.321
抱抱,抱,抱,NA,NA,13.2468
不知,不,知,NA,NA,13.2394
羊肉,羊,肉,NA,NA,13.106
瘦身,瘦,身,NA,NA,13.0764
球队,球,队,NA,NA,13.0541
何处,何,处,NA,NA,13.0245
衣裙,衣,裙,NA,NA,13.0096
放过,放,过,NA,NA,12.9948
苏州,苏,州,NA,NA,12.98
西藏,西,藏,NA,NA,12.9726
吸烟,吸,烟,NA,NA,12.9726
猪肉,猪,肉,NA,NA,12.9059
大连,大,连,NA,NA,12.8836
次次,次,次,NA,NA,12.8614
口渴,口,渴,NA,NA,12.8614
基友,基,友,NA,NA,12.8391
紫色,紫,色,NA,NA,12.8391
看似,看,似,NA,NA,12.8317
泡泡,泡,泡,NA,NA,12.7354
高三,高,三,NA,NA,12.6686
发红,发,红,NA,NA,12.6316
汉堡,汉,堡,NA,NA,12.6168
北风,北,风,NA,NA,12.5649
鸡翅,鸡,翅,NA,NA,12.5574
表姐,表,姐,NA,NA,12.5426
玩命,玩,命,NA,NA,12.5352
清水,清,水,NA,NA,12.4611
海上,海,上,NA,NA,12.4463
金发,金,发,NA,NA,12.424
嘎嘎,嘎,嘎,NA,NA,12.4018
王者,王,者,NA,NA,12.3944
敬酒,敬,酒,NA,NA,12.3795
麦田,麦,田,NA,NA,12.3202
白云,白,云,NA,NA,12.2758
名叫,名,叫,NA,NA,12.2683
长春,长,春,NA,NA,12.209
声声,声,声,NA,NA,12.172
传来,传,来,NA,NA,12.1349
雨天,雨,天,NA,NA,12.1201
跌倒,跌,倒,NA,NA,12.0979
烤肉,烤,肉,NA,NA,12.0311
温州,温,州,NA,NA,11.9792
郑州,郑,州,NA,NA,11.9718
白白,白,白,NA,NA,11.9718
我行,我,行,NA,NA,11.957
原地,原,地,NA,NA,11.9422
升起,升,起,NA,NA,11.9348
鸡肉,鸡,肉,NA,NA,11.9348
之际,之,际,NA,NA,11.9199
售价,售,价,NA,NA,11.8829
手里,手,里,NA,NA,11.8606
回国,回,国,NA,NA,11.7939
希腊,希,腊,NA,NA,11.7939
心窝,心,窝,NA,NA,11.7272
怪兽,怪,兽,NA,NA,11.7124
趴下,趴,下,NA,NA,11.705
屋里,屋,里,NA,NA,11.6827
香味,香,味,NA,NA,11.6531
带回,带,回,NA,NA,11.6383
播出,播,出,NA,NA,11.6383
蓝天,蓝,天,NA,NA,11.6308
嘴里,嘴,里,NA,NA,11.616
呀呀,呀,呀,NA,NA,11.5938
发给,发,给,NA,NA,11.5641
公公,公,公,NA,NA,11.5419
上周,上,周,NA,NA,11.5345
进球,进,球,NA,NA,11.4974
加州,加,州,NA,NA,11.49
打断,打,断,NA,NA,11.4826
出于,出,于,NA,NA,11.4752
室友,室,友,NA,NA,11.4678
街上,街,上,NA,NA,11.4678
前行,前,行,NA,NA,11.4455
针织,针,织,NA,NA,11.4381
麻辣,麻,辣,NA,NA,11.401
有用,有,用,NA,NA,11.3936
埃及,埃,及,NA,NA,11.3862
智者,智,者,NA,NA,11.3788
户外,户,外,NA,NA,11.364
笑笑,笑,笑,NA,NA,11.3566
边上,边,上,NA,NA,11.3566
房价,房,价,NA,NA,11.3343
浦东,浦,东,NA,NA,11.2973
做成,做,成,NA,NA,11.275
售出,售,出,NA,NA,11.2676
但愿,但,愿,NA,NA,11.238
倒下,倒,下,NA,NA,11.2083
养成,养,成,NA,NA,11.2009
青岛,青,岛,NA,NA,11.2009
纷纷,纷,纷,NA,NA,11.0971
登机,登,机,NA,NA,11.0971
碎片,碎,片,NA,NA,11.0526
祈福,祈,福,NA,NA,11.0156
逛逛,逛,逛,NA,NA,11.0156
朝鲜,朝,鲜,NA,NA,11.0007
台上,台,上,NA,NA,11.0007
而言,而,言,NA,NA,10.985900000000001
七点,七,点,NA,NA,10.9785
周三,周,三,NA,NA,10.9785
被捕,被,捕,NA,NA,10.9489
澳门,澳,门,NA,NA,10.934
小试,小,试,NA,NA,10.9044
儿时,儿,时,NA,NA,10.8895
作出,作,出,NA,NA,10.8895
短发,短,发,NA,NA,10.8821
单骑,单,骑,NA,NA,10.8747
逃离,逃,离,NA,NA,10.8673
小狗,小,狗,NA,NA,10.8599
为主,为,主,NA,NA,10.8599
人数,人,数,NA,NA,10.8599
警长,警,长,NA,NA,10.8525
窗外,窗,外,NA,NA,10.8006
某某,某,某,NA,NA,10.7487
写下,写,下,NA,NA,10.7265
穿过,穿,过,NA,NA,10.7116
巴西,巴,西,NA,NA,10.7042
河南,河,南,NA,NA,10.6894
摘取,摘,取,NA,NA,10.682
大火,大,火,NA,NA,10.682
周二,周,二,NA,NA,10.6746
澳洲,澳,洲,NA,NA,10.6672
赶到,赶,到,NA,NA,10.6672
嗓门,嗓,门,NA,NA,10.6597
挣钱,挣,钱,NA,NA,10.556
城里,城,里,NA,NA,10.556
心碎,心,碎,NA,NA,10.4967
见见,见,见,NA,NA,10.4003
名将,名,将,NA,NA,10.3781
收费,收,费,NA,NA,10.3781
小宝,小,宝,NA,NA,10.3706
落下,落,下,NA,NA,10.3558
获胜,获,胜,NA,NA,10.341
融入,融,入,NA,NA,10.3262
金色,金,色,NA,NA,10.252
大卫,大,卫,NA,NA,10.2298
最最,最,最,NA,NA,10.2224
早就,早,就,NA,NA,10.2224
指出,指,出,NA,NA,10.1483
闪闪,闪,闪,NA,NA,10.126
长发,长,发,NA,NA,10.1038
浓浓,浓,浓,NA,NA,10.0445
阴天,阴,天,NA,NA,10.0445
拿下,拿,下,NA,NA,10.0445
逝去,逝,去,NA,NA,10.0371
大礼,大,礼,NA,NA,10.0148
外壳,外,壳,NA,NA,9.9926
宁波,宁,波,NA,NA,9.9629
花花,花,花,NA,NA,9.9629
比起,比,起,NA,NA,9.9555
短短,短,短,NA,NA,9.8962
扔掉,扔,掉,NA,NA,9.8888
室内,室,内,NA,NA,9.8666
大桥,大,桥,NA,NA,9.8147
总部,总,部,NA,NA,9.8147
我会,我,会,NA,NA,9.8147
瑞士,瑞,士,NA,NA,9.7628
书店,书,店,NA,NA,9.7554
大伙,大,伙,NA,NA,9.748
彩笔,彩,笔,NA,NA,9.7331
尝尝,尝,尝,NA,NA,9.6887
装作,装,作,NA,NA,9.6812
现身,现,身,NA,NA,9.6516
取出,取,出,NA,NA,9.6368
部长,部,长,NA,NA,9.6368
劲儿,劲,儿,NA,NA,9.6145
离家,离,家,NA,NA,9.5997
重温,重,温,NA,NA,9.5626
全国,全,国,NA,NA,9.5552
薯条,薯,条,NA,NA,9.5478
中天,中,天,NA,NA,9.5404
闪亮,闪,亮,NA,NA,9.533
日落,日,落,NA,NA,9.5107
认出,认,出,NA,NA,9.5107
微微,微,微,NA,NA,9.4959
短裤,短,裤,NA,NA,9.4885
大雾,大,雾,NA,NA,9.4811
法语,法,语,NA,NA,9.4737
放在,放,在,NA,NA,9.4737
饮茶,饮,茶,NA,NA,9.444
答道,答,道,NA,NA,9.444
好样,好,样,NA,NA,9.444
抢走,抢,走,NA,NA,9.4366
涨价,涨,价,NA,NA,9.4144
怪人,怪,人,NA,NA,9.407
转转,转,转,NA,NA,9.3847
铃声,铃,声,NA,NA,9.3551
济南,济,南,NA,NA,9.3403
落泪,落,泪,NA,NA,9.318
图标,图,标,NA,NA,9.3106
五月,五,月,NA,NA,9.2958
福建,福,建,NA,NA,9.2884
广西,广,西,NA,NA,9.2809
海边,海,边,NA,NA,9.2809
空空,空,空,NA,NA,9.2513
富含,富,含,NA,NA,9.2291
解开,解,开,NA,NA,9.2291
北爱,北,爱,NA,NA,9.2068
作证,作,证,NA,NA,9.2068
偷走,偷,走,NA,NA,9.1846
大象,大,象,NA,NA,9.1772
怀里,怀,里,NA,NA,9.1698
夏日,夏,日,NA,NA,9.1623
明月,明,月,NA,NA,9.1401
昨夜,昨,夜,NA,NA,9.1327
老哥,老,哥,NA,NA,9.1253
西部,西,部,NA,NA,9.1253
红红,红,红,NA,NA,9.103
邻家,邻,家,NA,NA,9.0956
香槟,香,槟,NA,NA,9.0808
选出,选,出,NA,NA,9.0511
荷兰,荷,兰,NA,NA,9.0289
通通,通,通,NA,NA,9.0067
拉开,拉,开,NA,NA,9.0067
真话,真,话,NA,NA,9.0067
男装,男,装,NA,NA,8.9918
闻到,闻,到,NA,NA,8.9474
露出,露,出,NA,NA,8.9474
老友,老,友,NA,NA,8.9325
送来,送,来,NA,NA,8.8955
强者,强,者,NA,NA,8.851
环游,环,游,NA,NA,8.8065
费城,费,城,NA,NA,8.7917
滚开,滚,开,NA,NA,8.7176
俄国,俄,国,NA,NA,8.6879
退后,退,后,NA,NA,8.6657
贵妇,贵,妇,NA,NA,8.6138
带有,带,有,NA,NA,8.6138
涌泉,涌,泉,NA,NA,8.6064
争霸,争,霸,NA,NA,8.5841
改名,改,名,NA,NA,8.5767
雪地,雪,地,NA,NA,8.5619
遭到,遭,到,NA,NA,8.5545
吃药,吃,药,NA,NA,8.5248
公鸡,公,鸡,NA,NA,8.5174
会长,会,长,NA,NA,8.5026
变老,变,老,NA,NA,8.4729
无言,无,言,NA,NA,8.4655
发来,发,来,NA,NA,8.4359
爬山,爬,山,NA,NA,8.4359
举起,举,起,NA,NA,8.4359
发声,发,声,NA,NA,8.4211
妞儿,妞,儿,NA,NA,8.4211
留住,留,住,NA,NA,8.4211
驾车,驾,车,NA,NA,8.3543
猪头,猪,头,NA,NA,8.3321
桂林,桂,林,NA,NA,8.3173
摔倒,摔,倒,NA,NA,8.3099
湖北,湖,北,NA,NA,8.3024
笑声,笑,声,NA,NA,8.3024
梨花,梨,花,NA,NA,8.295
网上,网,上,NA,NA,8.2431
灌醉,灌,醉,NA,NA,8.1616
韩城,韩,城,NA,NA,8.1245
换成,换,成,NA,NA,8.0726
改成,改,成,NA,NA,8.0356
炒饭,炒,饭,NA,NA,8.0356
苦苦,苦,苦,NA,NA,8.0208
小伙,小,伙,NA,NA,8.0208
胜过,胜,过,NA,NA,8.0208
发货,发,货,NA,NA,8.0133
定制,定,制,NA,NA,7.9985
前来,前,来,NA,NA,7.9911
影城,影,城,NA,NA,7.9615
纳闷,纳,闷,NA,NA,7.9466
勇闯,勇,闯,NA,NA,7.9244
拌匀,拌,匀,NA,NA,7.9096
高高,高,高,NA,NA,7.8873
发光,发,光,NA,NA,7.8873
不明,不,明,NA,NA,7.8873
之上,之,上,NA,NA,7.8799
透过,透,过,NA,NA,7.8651
金龙,金,龙,NA,NA,7.8577
饮酒,饮,酒,NA,NA,7.8428
蛋蛋,蛋,蛋,NA,NA,7.8354
河北,河,北,NA,NA,7.828
偷拍,偷,拍,NA,NA,7.828
敬请,敬,请,NA,NA,7.7984
被迫,被,迫,NA,NA,7.791
拜神,拜,神,NA,NA,7.7835
后者,后,者,NA,NA,7.7835
查出,查,出,NA,NA,7.7687
船上,船,上,NA,NA,7.7613
说起,说,起,NA,NA,7.7465
样样,样,样,NA,NA,7.7391
春夏,春,夏,NA,NA,7.7317
江西,江,西,NA,NA,7.7317
小妹,小,妹,NA,NA,7.7317
哇塞,哇,塞,NA,NA,7.702
发自,发,自,NA,NA,7.702
上街,上,街,NA,NA,7.6872
吓坏,吓,坏,NA,NA,7.6872
加大,加,大,NA,NA,7.6798
小屋,小,屋,NA,NA,7.6798
头部,头,部,NA,NA,7.6649
古城,古,城,NA,NA,7.6575
岁岁,岁,岁,NA,NA,7.6501
渡过,渡,过,NA,NA,7.6427
山西,山,西,NA,NA,7.6279
桃园,桃,园,NA,NA,7.6205
衣袖,衣,袖,NA,NA,7.5982
到时,到,时,NA,NA,7.5982
网通,网,通,NA,NA,7.5908
结冰,结,冰,NA,NA,7.5908
嫁人,嫁,人,NA,NA,7.5834
纸条,纸,条,NA,NA,7.5834
沿着,沿,着,NA,NA,7.576
耳边,耳,边,NA,NA,7.5463
个头,个,头,NA,NA,7.5389
起到,起,到,NA,NA,7.5241
细细,细,细,NA,NA,7.5167
长袖,长,袖,NA,NA,7.5167
牛郎,牛,郎,NA,NA,7.5093
长长,长,长,NA,NA,7.487
女星,女,星,NA,NA,7.487
雪景,雪,景,NA,NA,7.4796
说来,说,来,NA,NA,7.4796
摸摸,摸,摸,NA,NA,7.4574
设定,设,定,NA,NA,7.4203
俺们,俺,们,NA,NA,7.4129
登上,登,上,NA,NA,7.3832
酒后,酒,后,NA,NA,7.3832
避开,避,开,NA,NA,7.3388
晕倒,晕,倒,NA,NA,7.3165
出自,出,自,NA,NA,7.3165
未知,未,知,NA,NA,7.2943
拍拍,拍,拍,NA,NA,7.2646
碰碰,碰,碰,NA,NA,7.2646
下厨,下,厨,NA,NA,7.2424
对外,对,外,NA,NA,7.235
装傻,装,傻,NA,NA,7.2276
小兵,小,兵,NA,NA,7.2128
脸部,脸,部,NA,NA,7.2128
冰雪,冰,雪,NA,NA,7.2053
天台,天,台,NA,NA,7.146
去掉,去,掉,NA,NA,7.1238
无罪,无,罪,NA,NA,7.109
带到,带,到,NA,NA,7.0941
买家,买,家,NA,NA,7.0867000000000004
馅饼,馅,饼,NA,NA,7.0867000000000004
一分,一,分,NA,NA,7.0867000000000004
代购,代,购,NA,NA,7.0793
皮鞋,皮,鞋,NA,NA,7.0793
煮饭,煮,饭,NA,NA,7.0719
如云,如,云,NA,NA,7.0348
衣柜,衣,柜,NA,NA,7.0274
重重,重,重,NA,NA,6.9978
芝士,芝,士,NA,NA,6.9904
得出,得,出,NA,NA,6.9904
悠悠,悠,悠,NA,NA,6.983
装满,装,满,NA,NA,6.9755
击中,击,中,NA,NA,6.9533
橙汁,橙,汁,NA,NA,6.9385
养颜,养,颜,NA,NA,6.8866
没空,没,空,NA,NA,6.8866
腹部,腹,部,NA,NA,6.8643
几千,几,千,NA,NA,6.8643
臀部,臀,部,NA,NA,6.8495
人好,人,好,NA,NA,6.8421
做起,做,起,NA,NA,6.8421
曼谷,曼,谷,NA,NA,6.8347
班长,班,长,NA,NA,6.8273
你家,你,家,NA,NA,6.8199
南站,南,站,NA,NA,6.8125
雨声,雨,声,NA,NA,6.805
日语,日,语,NA,NA,6.805
张开,张,开,NA,NA,6.7754
三月,三,月,NA,NA,6.768
亚当,亚,当,NA,NA,6.7606
活儿,活,儿,NA,NA,6.7532
时时,时,时,NA,NA,6.7457
看成,看,成,NA,NA,6.7457
学园,学,园,NA,NA,6.7309
看作,看,作,NA,NA,6.7309
亮亮,亮,亮,NA,NA,6.6938
刀剑,刀,剑,NA,NA,6.6938
购票,购,票,NA,NA,6.6864
纳豆,纳,豆,NA,NA,6.6864
小镇,小,镇,NA,NA,6.6864
饮用,饮,用,NA,NA,6.679
超高,超,高,NA,NA,6.679
输给,输,给,NA,NA,6.6345
测出,测,出,NA,NA,6.6345
英伦,英,伦,NA,NA,6.6271
十月,十,月,NA,NA,6.6123
车窗,车,窗,NA,NA,6.5975
力挺,力,挺,NA,NA,6.5752
鸡汤,鸡,汤,NA,NA,6.5678
橙色,橙,色,NA,NA,6.5678
瑞典,瑞,典,NA,NA,6.5678
小声,小,声,NA,NA,6.5678
隐隐,隐,隐,NA,NA,6.553
顶多,顶,多,NA,NA,6.553
远处,远,处,NA,NA,6.5382
学学,学,学,NA,NA,6.5382
腰部,腰,部,NA,NA,6.5234
用尽,用,尽,NA,NA,6.5085
稍后,稍,后,NA,NA,6.5085
重来,重,来,NA,NA,6.5011
脚踝,脚,踝,NA,NA,6.4937
闯进,闯,进,NA,NA,6.4863
爱美,爱,美,NA,NA,6.4789
洛阳,洛,阳,NA,NA,6.4344
常见,常,见,NA,NA,6.4196
书城,书,城,NA,NA,6.4122
一日,一,日,NA,NA,6.4122
全城,全,城,NA,NA,6.3529
八月,八,月,NA,NA,6.3306
片片,片,片,NA,NA,6.3232
周易,周,易,NA,NA,6.301
厚厚,厚,厚,NA,NA,6.2861
胆小,胆,小,NA,NA,6.2787
挡住,挡,住,NA,NA,6.2787
西德,西,德,NA,NA,6.2787
不理,不,理,NA,NA,6.2713
堂主,堂,主,NA,NA,6.2639
年老,年,老,NA,NA,6.2639
最低,最,低,NA,NA,6.2342
脸蛋,脸,蛋,NA,NA,6.1898
六月,六,月,NA,NA,6.1824
已婚,已,婚,NA,NA,6.1824
桔子,桔,子,NA,NA,6.1601
身为,身,为,NA,NA,6.1601
考上,考,上,NA,NA,6.1527
活活,活,活,NA,NA,6.1453
卡卡,卡,卡,NA,NA,6.1305
更为,更,为,NA,NA,6.1305
女仆,女,仆,NA,NA,6.1305
阿妈,阿,妈,NA,NA,6.1231
手中,手,中,NA,NA,6.1156
生化,生,化,NA,NA,6.1082
赶来,赶,来,NA,NA,6.1082
老母,老,母,NA,NA,6.0934
返乡,返,乡,NA,NA,6.0638
我家,我,家,NA,NA,6.0638
人非,人,非,NA,NA,6.0563
与否,与,否,NA,NA,6.0489
咪咪,咪,咪,NA,NA,6.0489
赶回,赶,回,NA,NA,6.0415
穿衣,穿,衣,NA,NA,6.0341
何方,何,方,NA,NA,6.0341
植入,植,入,NA,NA,6.0267
丝袜,丝,袜,NA,NA,6.0193
防水,防,水,NA,NA,6.0193
可否,可,否,NA,NA,6.0044
傻事,傻,事,NA,NA,5.9896
富人,富,人,NA,NA,5.9748
低于,低,于,NA,NA,5.9526
温水,温,水,NA,NA,5.9451
旺旺,旺,旺,NA,NA,5.9377
节后,节,后,NA,NA,5.9377
应得,应,得,NA,NA,5.9155
兰州,兰,州,NA,NA,5.9081
闯入,闯,入,NA,NA,5.9081
墙上,墙,上,NA,NA,5.9081
调调,调,调,NA,NA,5.9007
走近,走,近,NA,NA,5.8784
单品,单,品,NA,NA,5.8117
醒醒,醒,醒,NA,NA,5.8043
超强,超,强,NA,NA,5.7969
累累,累,累,NA,NA,5.7895
写信,写,信,NA,NA,5.7895
